accession,condition,replicate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Q99LX0,Heart,1,0.69685,0,0.91376,0.99411,0.75291,0.69741,0.65002,0.63057,0.55071,0.51382,0.49238,0.49454,0.5008,0.52996,0.52945,0.62553,0.62226,0.69728,0.81069,0.83989,0.96356,0.8236,0.89616,1.1981,1.0693,1.0503,1.0483,1.4534,1.4199,1.4926,1.6847,1.8382,1.9161,2.1683,2.2035,2.2069,2.6902,2.7982,2.7454,2.9588,3.4569,4.0379,4.7557,12.665,5.3501,7.4715,7.3929,8.8279,7.0749,7.612,6.2628,11.557,9.0784,8.8043,8.5639
Q99LX0,Heart,2,0.26493,0.17978,0.28711,0.51752,0.44188,0,0.45311,0.41075,0,0.4638,0.33869,0.29594,0.2687,0.40008,0.40571,0.48222,0.41763,0.40988,0.51518,0.62944,0.39016,0.38863,0.53214,0.33162,0.63151,0.56019,0.56126,0.54557,0.61123,0,0.69863,0.7947,0.77032,0.91935,1.0184,1.076,1.142,0,1.1182,1.2676,1.2483,1.6533,1.752,1.9689,1.9453,2.4284,2.0285,2.1458,2.4712,2.2493,2.4921,2.8721,2.4184,2.3116,2.8823
Q99LX0,Kidney,1,0.67805,0.9507,1.2827,1.0754,0.89721,0,0.70405,0,0.58999,0.69469,0.69138,0.59214,0.73707,0.67165,0.88215,0.90904,1.099,1.2427,1.3186,1.3645,1.2825,1.1267,2.1675,2.033,1.9103,2.2853,2.0075,2.2916,2.1229,2.3485,2.2896,1.9722,2.5898,2.5686,4.1174,2.9355,3.0374,3.5022,3.3193,3.7543,3.1913,4.3266,5.5177,5.785,6.4091,8.102,0,7.82,11.367,11.683,12.287,0,0,0,0
Q99LX0,Kidney,2,2.1102,0.97342,1.3484,1.2846,1.1687,1.0144,0.54365,0.4958,0.51724,0.72848,0.46926,0.44092,0.46509,0.43022,0.5825,0.61213,0.61851,0.79992,0.96303,0.86982,0.80107,0.80909,0.78511,0.9117,1.286,1.0984,1.1932,1.3653,1.3638,1.4224,1.5317,1.5174,1.7186,1.9442,1.7812,2.1145,2.392,2.4765,2.6469,2.6954,2.8988,3.2696,3.3642,4.5511,4.4721,5.2317,6.571,7.3584,7.4358,7.8073,8.96,8.1142,8.4958,9.1052,9.1659
Q99LX0,Liver,1,0.92985,0,0.95846,0.85858,0.65358,0.61362,0.56775,0.43278,0.53121,0,0.41996,0,0,0,0,0,0,0.6367,0,0,0,0,0.77253,0.82776,0.96481,1.0611,1.1089,1.1857,1.6088,1.4926,1.7532,1.4875,0,0,0,1.2445,1.1153,1.4293,1.5308,0,1.9362,2.0413,2.0827,8.5128,3.1823,2.8437,2.962,4.1005,3.613,6.0044,5.7142,5.2869,0,0,0
Q99LX0,Liver,2,0.78489,0.96632,1.437,2.2871,1.9782,1.5383,1.5424,1.2149,1.1828,0.99932,0.88876,0.83365,0.83353,1.0996,1.0054,1.0829,1.3501,1.495,1.6922,1.5359,1.7223,1.6766,1.8476,2.0254,1.8619,2.1943,3.2956,2.7576,2.8641,0,2.955,3.0273,2.6395,2.7695,3.808,4.0042,4.124,4.7633,4.4405,5.5297,5.3917,4.9924,6.4688,6.8254,6.1136,0,6.5818,6.7234,7.6704,8.6544,7.747,8.2321,9.0548,2.6103,5.5878
Q99LX0,Lung,1,0.46552,0.55887,0.55312,0.41614,0.37997,0.40772,0.36699,0,0.38591,0.37035,0.31371,0,0,0.37405,0.38955,0.3793,0.46236,0.48256,0.46782,0.56883,0.51558,0.71801,0.67958,0.75082,0.72691,0,0.77058,0,0.71978,0,0,0.8983,0.96004,0.98907,0.91831,1.1533,1.1363,1.3849,0,1.3443,1.4381,4.952,1.8944,3.0668,2.5444,3.4978,4.1279,5.7153,3.0483,2.888,0,0,0,0,0
Q99LX0,Lung,2,0.70414,0.71011,0.74913,1.0496,0,0,0.57806,0.59301,0.58177,0.65003,0.55378,0.55237,0.76123,0.53065,0.58556,0.73341,0,0,0.70973,0.77116,0.89193,0,0,1.2243,1.2376,1.2904,1.3726,1.304,1.4007,1.6609,0,1.4651,1.3822,1.5776,1.6704,1.681,1.7683,1.8275,1.8356,2.1321,2.1539,2.4448,2.2642,2.6594,2.4369,3.4962,4.4065,4.0648,5.5527,5.8908,4.4145,0,3.7481,7.0106,5.0589
Q99LX0,Muscle,1,3.6684,6.153,6.5328,5.7262,3.1599,2.0749,1.8735,1.9294,1.8113,1.825,1.8958,2.0239,2.4092,2.3436,2.5059,2.6465,2.8522,2.9193,3.1933,3.595,3.2853,3.6276,3.5841,4.3532,4.4273,4.4254,4.9187,5.9087,5.2176,5.9136,6.2731,6.8496,6.825,7.6727,7.3286,7.528,8.5874,9.0307,9.1503,11.624,11.697,14.007,16.863,20.828,22.962,41.119,42.57,43.671,46.149,40.359,28.643,25.017,44.603,26.597,18.142
Q99LX0,Muscle,2,0.16093,0.091824,0.15076,0.25376,0.21849,0.20421,0.19422,0.21156,0.23362,0.2738,0.2827,0.25363,0.3054,0.28847,0.331,0.33555,0.38534,0.41422,0.44637,0.51012,0.53388,0.5657,0.57704,0.61372,0.52695,0.58502,0.41073,0.50312,0.74182,0.73354,0.86676,0.8647,1.0526,1.0194,1.2218,1.3312,1.3382,1.215,1.498,1.5095,1.8167,2.0368,2.1446,2.3666,2.5478,2.7947,3.1482,3.8534,4.3021,4.8654,4.8638,4.3872,4.7744,4.7576,5.1225
Q99LX0,Thymus,1,0.13674,0.17071,0.28804,0.30488,0.29516,0.17645,0.30915,0,0.31867,0.13509,0.17189,0.1862,0.1603,0.2039,0.25666,0.19504,0.18479,0.22245,0.20103,0.21983,0.20957,0.25413,0.31232,0.31473,0.37214,0.2591,0,0.30277,0.3545,0.33067,0.3413,0.27209,0.29946,0.24845,0,0.42113,0.36225,0,0.40246,0.83132,0.49261,0.50047,0.63807,0.56315,0.68674,0.76576,0.82123,0.99122,1.191,0.98668,1.4029,1.13,1.7441,1.1261,0.96908
Q99LX0,Thymus,2,0.24679,0,0.34532,0.4918,0.64421,0.49341,0.45762,0.43201,0,0.5648,0.54476,0,0.36881,0,0.48463,0,0.3732,0.43581,0,0,0.54926,0.38858,0.49042,0.57798,0.50664,0.62828,0.55744,0.50748,0,0.64487,0.64947,0.74869,0.77764,0.77872,0.7144,0.74906,0.73358,0.76086,0.80269,0.90442,0.77605,0.95651,1.0579,1.231,1.4695,1.998,2.0163,1.8424,1.6766,1.5057,1.529,1.5389,1.4801,1.5837,0
P97765,Brain,1,0,0,0,0,0,2.2454,2.2131,0,4.9666,0,4.2584,0,0,0,3.3825,2.7158,3.8791,0,0,0,0,2.9568,0,0,0,0,0,0,0,3.4177,0,0,3.3794,0,0,0,5.9084,0,7.436,0,0,6.1006,9.6794,0,0,4.6845,0,7.3833,8.8821,11.269,9.277,7.4486,8.9742,16.05,16.609
P97765,Brain,2,0,0,9.2914,10.514,0,3.6966,0,10.511,3.8415,0,0,0,0,2.9796,0,0,0,0,0,0,0,8.0753,0,4.0313,3.9619,6.8506,5.0133,6.346,5.9448,0,7.5317,8.1448,9.5106,9.4426,9.8183,9.202,11.638,13.259,9.0083,10.518,24.003,8.3712,15.639,11.427,0,7.0706,14.252,4.5842,19.535,0,15.169,0,0,0,0
P97765,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6389,0,0,0,0,0,0,0,0,3.1736,0,3.9949,0,0,0,0
P97765,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97765,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97765,Kidney,2,0,0.97692,0,0,0,0.25372,0.7002,0.13968,0,0.21448,0,0,0,0,0,0,0.27287,0,0,0,0,0,0.63681,3.2599,0,0,0,1.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1853,0,0,0,0,0,0
P97765,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9792,2.8936,2.8136,3.5498,0,3.8481,0,0,1.4331,0,3.2737,5.7009,4.5695,7.6264,0,0,0,14.728,0,0,0,4.0145,0,0,0,0,0,0,0,0
P97765,Liver,2,1.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1753,0,0,0,0,0,0,0,0,0,0,3.0171,0,0,0,0,0,0,4.1462,4.4068,4.1399,0,0,0,0,0,0,0,0,0,0,0,3.47,0,4.3757
P97765,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97765,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6941,0,0,0,2.6578,0,0,0,0,3.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97765,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97765,Muscle,2,0,0,0,0,0,0,0.39136,0,0,0,0,0,0,0,0,0.6219,0,0.14124,0.29357,0,0.97875,0.5442,0.29728,0,0,0,0,0.12119,0.1193,0,0.24897,0.11503,0,0,0.15023,0.18825,0,0,0,0,0,0,0.27613,0,0.32664,0,0,0,0,0,0,0,0,0,0
P97765,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97765,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.631,0,0,0,0,0
A2A8L5,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.845,11.327,2.7786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A8L5,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5045,18.262,0,0
A2A8L5,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RX14,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8684,0,5.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Brain,2,0,0,0,0,21.773,0,0,0,0,0,4.1699,6.3312,7.6516,5.7103,7.2456,14.213,8.3621,7.1637,8.5691,5.8167,7.0687,3.5417,0,6.0037,2.5303,3.4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0679,1.5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.677,3.6936,4.6017,6.4344,0,0,0,6.317,3.2246,3.8158,0,8.0259,0,6.779,4.5392,1.6218,1.915,1.3401,2.2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Liver,1,0,0,0,0,0,0,0,0,5.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0481,0,0,0,0,16.19,0,5.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4426,3.1667,0,0,9.2667,5.3176,0,4.9287,0,3.8648,0,0,0,8.4574,0,6.4342,4.1219,4.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,1.2607,0,0,2.0803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24788,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8BHG1,Brain,1,0.078169,0,0.066692,0.31728,0.19628,0,0.20834,0.36097,0.43948,0.53751,0.51214,0.69049,0.82778,0.89763,0.68229,0.53142,0.563,0.54827,0.63534,0.59722,0.58024,0.61478,0.63157,0.59088,0.63518,0.64433,0.67279,0,0.72656,0.76725,0.78174,0.89018,1.3037,1.1846,1.0642,1.4911,1.4633,2.3777,1.7587,2.0823,2.0806,2.8151,2.9205,2.8202,2.9949,5.2404,6.2673,9.9114,22.885,11.309,18.619,13.657,7.1193,3.4302,0
Q8BHG1,Brain,2,0.14899,0.2176,0.25091,0.7613,0,0.42852,0,0.584,0.37721,0.31885,0.31331,0.26532,0.30794,0.32566,0.32593,0.38654,0.42883,0.57478,0.51881,0.54592,0.66999,0.67725,0.73132,0.646,0.80653,0.9748,0.97271,1.2209,1.2343,1.2077,1.2023,1.371,1.4085,1.6335,1.6953,1.8532,2.2326,2.6087,2.733,6.1868,8.8436,16.43,24.1,31.14,20.66,9.0581,8.2425,4.7625,2.1484,0,0,0,0,0,0
Q8BHG1,Heart,1,0.27318,0.13324,0.29788,0.25556,0.35957,0.12742,0.22841,0.25667,0.18969,0.18671,0.20805,0.13351,0.13714,0.16428,0.18134,0.10105,0.13784,0.16975,0.26256,0.21931,0.15429,0,0.22558,0.18903,0.20559,0.24536,1.4032,0.20646,0.31644,0.30596,0.35724,0.35965,0.37597,0.42462,0.49714,1.0323,1.2302,1.5886,1.6311,2.1522,2.5869,3.7738,4.703,3.8272,3.8222,2.5092,1.4457,0.73791,0,0.55472,0.19983,0,0.12201,0.81813,0
Q8BHG1,Heart,2,0.29517,0,0.20208,0.33639,0.1142,0.23325,0.25531,0,0,0,0.23302,0.20188,0.13496,0.22425,0.21157,0.30582,0.19362,0.59262,0.21734,0.24052,0.31953,0.42583,0.26082,0.10529,0.34285,0.55045,0,0.17847,0,0.21655,0.11713,0.73586,0.34783,0.15489,0.32225,0.30573,0,0.2131,0.28712,0.3338,0.65191,0.62248,1.0364,1.2241,1.5344,1.6245,1.564,1.2706,1.0035,0.8998,0,0,0,0,0
Q8BHG1,Kidney,1,0.4575,0.31118,0.181,0.41011,0.61753,0.37991,0.50739,0.33904,0.29933,0.22931,0.18751,0.16965,0.21695,0.24175,0.29033,0.30648,0.35004,0.39523,0.45773,0.50307,0.39143,0.42442,0.47814,0.55247,0.65053,0.68977,0.58579,0.73698,0.8562,1.1068,1.4289,1.4478,1.7934,2.2212,2.5628,0.33753,2.8565,4.1833,4.7377,8.3372,9.5483,16.295,20.446,16.757,7.4133,5.1088,2.6534,0,0,0,0,0,0,0,0
Q8BHG1,Kidney,2,0.18338,0.078471,0.16426,0.13003,0,0.16206,0.28582,0.13055,0.13052,0.13964,0.12212,0.21153,0.15937,0.14344,0.13753,0.26415,0.15453,0.14417,0.21279,0.17932,0.31402,0.23775,0.25067,0.24293,0.28504,0.31576,0.35399,0.38253,0.419,0.54797,0.51498,0.69797,0.76445,0.85632,0.97797,1.3065,1.5313,2.098,3.0188,5.1306,9.5671,14.257,16.657,12.627,6.4257,3.0569,1.5931,0.93609,0.50329,0,0,0.34799,0.29835,0,0
Q8BHG1,Liver,1,0.17178,0.17311,0.3307,0.45932,0.44941,0.23494,0.29043,0.53381,0.23422,0.24033,0.35126,0.22198,0.29598,0.30455,0.36693,0.49035,0.51822,0.62792,0.60728,0.79982,0.89911,0.82553,0.88124,0.97912,1.005,1.0046,1.2391,1.3733,1.6077,1.6949,1.9525,1.754,2.2573,2.6456,2.8645,3.1686,3.8661,3.9994,5.0576,5.2043,7.729,7.8566,10.85,12.861,40.236,41.36,32.27,12.889,10.019,10.41,6.2571,3.6599,0,0,0
Q8BHG1,Liver,2,0.32706,0,0.38848,0,0.45469,0,0.32014,0.36638,0.38189,0.21966,0,0.32352,0.37355,0.53825,0.43462,0.68824,0.45698,0.49534,0,0.56845,0.81603,0.59481,0.80457,1.0909,0,0.88414,0,0.95481,1.0447,0,1.3907,1.3631,1.6369,1.9149,2.4884,2.5428,2.9426,3.1442,4.1019,5.2575,7.6791,11.692,12.684,13.34,11.003,8.2969,5.0683,3.7909,3.0568,0,0,0,0,0,0
Q8BHG1,Lung,1,0.21015,0.17226,0.16629,0.20441,0.22592,0.23262,0.21973,2.592,0.2183,0.5689,0.18498,0,0.2597,0.28767,0.35429,0.26948,0.29033,0.39631,0.36506,0.39413,0.4589,0,0.49822,0,0,0.76706,0,0.82277,0.95251,0,0,1.0244,1.2321,1.3566,1.6978,1.931,2.4914,3.7331,4.8664,7.7208,12.063,11.527,8.3324,6.3184,3.2492,1.9029,0,0,0,0,0,0,0,0,0
Q8BHG1,Lung,2,0.24888,0,0,0.48811,0,0,0,0,0,0.70529,0.51718,0.60292,0,0.72425,0.78821,0,0.7084,0,0,0,0.9451,0.90827,0,0.98215,0,1.0754,1.4192,1.299,1.4021,1.4539,1.8225,1.717,1.8991,2.0047,2.2555,2.5185,3.6164,3.7353,5.0792,7.2559,10.073,8.7861,15.601,8.0979,5.1779,3.6271,2.1254,0,0,0,0,0,0,0,0
Q8BHG1,Muscle,1,0.082586,0.10191,0.13537,0,0.26816,0.40889,0.15693,0,0.2319,0.19265,0.22216,0.15227,0.24825,0.17903,0.21314,0.24032,0.16965,0.48178,0.21891,0.38419,0.24942,0.26204,0.25558,0.30559,0.24662,0.29293,0.3338,0.42041,0.49046,0.49917,0.44888,0.6322,0.75552,1.0915,0.97682,1.0954,1.56,2.105,3.5377,6.029,9.123,8.9362,9.0076,5.9428,3.6178,2.0463,1.0294,0.65178,0.45115,0,0,0,0,0,0
Q8BHG1,Muscle,2,0.31199,0.22238,0.071625,0.23128,0.1655,0.23679,0.17383,0.1168,0.14104,0.38524,0.22228,0.12332,0.22495,0.44645,3.2291,0.26051,0.09546,0.23493,0.17048,0.13559,0.069938,0.13918,0.20596,0.095714,0.16067,0.082537,0.10843,0.15669,0.074923,0.083158,0.13152,0.051456,0.21041,0.16698,0.20522,0.1591,0.11109,0.083482,0.072882,0.099756,0.22818,0.34275,0.61757,0.97453,1.2123,1.1727,0.94889,0.75811,0.67752,0.46997,0.35645,0.41084,0.16308,0.22317,0.084985
Q8BHG1,Thymus,1,0.10578,0.1157,0.11062,0.17821,0.11706,0.1021,0.17543,0.16943,0.09833,0.086736,0.10546,0.14781,0.17218,0.13676,0.2297,0.1201,0.15084,0.30056,0.21359,0.19552,0.23151,0.16899,0.25063,0.24992,0.24594,0,0,0.22628,0.32742,0.30385,0.27259,0.48606,0.47057,0.36189,0.54702,0.53304,0.68009,0.84852,0.90181,1.1657,1.8744,3.1916,6.673,10.21,10.659,6.5344,2.9195,1.3593,0.711,0.41111,0.46913,0.36055,0.277,0.2877,0.15384
